No.,user,created,location,description
3264,aulmotseven,2020-03-20 00:20:05,Indonesia,Fan Account @BTS_twt #방탄소년단 #BTSARMY
3265,Taekook97126468,2020-03-20 00:20:05,,"Hello ' Do you know BTS @BTS_twt  #ARMY LVOEMYSELF
forever BTS BOYWHITLOVE
#weLove @BTS #MYANMARARMYS 🇲🇲🇲🇲
I'm purple you BTS💜💜💜💜💜💜💜💯"
3266,ohyoongless,2020-03-20 00:20:05,yoongis toes🥴,#YOONGI: we say gay rights👩‍❤️‍💋‍👩
3267,motsseven_,2020-03-20 00:20:05,Jimin,02/21: mots: 7
3268,Luchmoonchild,2020-03-20 00:20:05,"Lima, Peru","bangtan salvo mi vida.
Only Army ,ot7 .
THE GENRE IS BTS."
3269,namccv,2020-03-20 00:20:05,ηαмjσση's нєαят,"shine, dream, smile

σทℓy αrмy
@BTS_twt"
3270,oOSg2LPFD7BsIm2,2020-03-20 00:20:05,방무행알,저는 트위터 방탄덕질할려고 깔았는데슙
3271,Cris_Seokjin,2020-03-20 00:20:05,UGH! X RESPECT,BTS Biased🌻7 Coreanos an dominado mi vida🌆💞  Vkook is Real 🌼 Seesaw it's 🌻 my drug in the sadness 💖 MOTS 7 🍃MOON💕
3272,Giovann53567218,2020-03-20 00:20:05,Colombia,"Soy Profesional en Mercadeo, tengo dos hijas.
Soy ARMY desde el 2015."
3273,ch4oyue,2020-03-20 00:20:04,she / her | 13,science is unnecessary. you can’t use science to explain me likey likey likey
3274,Shumukh21660468,2020-03-20 00:20:04,Riyadh,
3275,DewiNur83989720,2020-03-20 00:20:04,"DKI Jakarta, Indonesia",
3276,yg393ar,2020-03-20 00:20:04,"Lima, Peru",✰#BTSARMY @BTS_twt ♕  𝘖𝘛7💜 𝘞𝘦 𝘢𝘳𝘦 𝘵𝘰𝘨𝘦𝘵𝘩𝘦𝘳 𝘣𝘶𝘭𝘭𝘦𝘵𝘱𝘳𝘰𝘰𝘧  𖨆
3277,blueskyoonmin,2020-03-20 00:20:04,yoonmin - koobi - taekook,you just joined a «♥︎__HOSEOK» love blog!! here we talk about our precious hope.
3278,yoonbbie,2020-03-20 00:20:04,🍜 ࣪. 🐘,✦ —  𝗒𝗈𝗈𝗇gi ★' 윤기 ⋆ 𝗆𝗒 𝗰𝗲𝗹𝗲𝘀𝘁𝗶𝗮𝗹 𝖻𝗈𝗒! ᭡
3279,Bangtxn_ugh,2020-03-20 00:20:04,Ugh!,Principal: @hereforbxngtxn♥️ •• BTS ONLY
3280,JTopworld,2020-03-20 00:20:04,,아름다운지민¹³
3281,ownjiminn,2020-03-20 00:20:04,,"no matter who you are, where you're from, your skin colour, gender identity, speak yourself"
3282,jeonloversly,2020-03-20 00:20:04,190526 {♡} | --🐰♡🐯 ,"#JK -- 你是我欣喜的原因 















































 | fan account |"
3283,armybomb012,2020-03-20 00:20:04,,🐰나의 Pied Piper🥕가장 사소한 일이 가장 중요하다 🐇 다정하고 예의 바르게🍎(fan account)
3284,hpwnus,2020-03-20 00:20:04,한번 아미는 영원한 아미,@BTS_twt
3285,opprime_tv,2020-03-20 00:20:04,"Cambridge, MA",Free VOD for filmmakers to showcase work. Valuable service for those passionate about watching commercial-free films. Only $2.50/month. https://t.co/SCqs6sLcCH
3286,itsmyonlyhope_,2020-03-20 00:20:04,"Johore, Malaysia","𝙱𝚎𝚢𝚘𝚗𝚍 𝚃𝚑𝚎 𝚂𝚌𝚎𝚗𝚎 𝚡 𝚃𝚘𝚖𝚘𝚛𝚛𝚘𝚠 𝙱𝚢 𝚃𝚘𝚐𝚎𝚝𝚑𝚎𝚛 ✨

- 𝙼𝚄𝙻𝚃𝙸𝙵𝙰𝙽𝙳𝙾𝙼 🌸"
3287,wildflowerjimi,2020-03-20 00:20:04,ᵃʳᵐʸˢᵒˢ🍡ʸᵘⁿᵍᵇˡᵘᵈ💒ᵃᵗᵉᵉᶻ💌¹⁹⁷⁵,"#JIMIN: double cheeked up on a Thursday afternoon, hella ass"
3288,minini62320700,2020-03-20 00:20:04,,
3289,ACAgoldenggoggo,2020-03-20 00:20:04,,우린 여전히 그때와 똑같아  #방탄_보라해 선팔 = 맞팔
3290,LLetoile1,2020-03-20 00:20:04,westcoast,"Ot7. Jung Hoseok evangelist.
...for you and no one else..."
3291,YKMin16,2020-03-20 00:20:04,México,"Somos Dignos de vivir y seguir adelante.
@BTS_twt @TiniStoessel 자클린"
3292,w_poc,2020-03-20 00:20:04,,teamwork makes the dream work.
3293,Estefan05878698,2020-03-20 00:20:04,,"💜OT7 💜
        
♡------------ BTS-------------♡



       Aquí se ama a 7 chicos surcoreanos maravillosos, que lograron todo a base de trabajo 💫"
3294,classicalc1,2020-03-20 00:20:04,,
3295,jksadics,2020-03-20 00:20:04,ᴛᴀᴇʜʏ﹢ᴊᴊᴋ ,❥ ⇢     ✦ 𝘁𝗮𝗲 ٠ 𝗸𝗼𝗼𝗸 ٠ — 𝖻𝖾𝗌𝗍 𝗎𝗇𝗂𝗍  ✦
3296,chaoticneutralv,2020-03-20 00:20:04,,🐯🐱// 🔞// 30+ // 🏳️‍🌈// mint Yoongi enthusiast // ot7 or bust
3297,unaocat,2020-03-20 00:20:04,,猫3匹😻😻😻と同居中。臨床美術士。ニャゴヤ。ユンギさんペンのアラフィフARMY。1/12・1/13ナゴド 12/4MAMA 12/14京セラペンミ #ミンユンギを愛する会 No.50 #石族
3298,JiminKhinkali,2020-03-20 00:20:04,seokjin gay,bangtwicetxtateez
3299,Kiki_Tasashi,2020-03-20 00:20:04,,Currently watching all their videos from 2013 to present (I'm still on 2013 vids LOL from their bangtan y/t and bighit acct)
3300,bts_040113,2020-03-20 00:20:03,,"♡~When the night comes
Tumble, tumble, tumble~♡

Insta: bangtanboys0104"
3301,Didid18198025,2020-03-20 00:20:03,대한민국,"최애 방탄 ♡ 차애 아미 ♡ 어 덕 행 덕
만 2n살 직장인아미입니다 ♡"
3302,cooky97bts,2020-03-20 00:20:03,Golden Closet Film 🐾 29ā,"Cuanto diga 1,2,3 olvida todo los recuerdos tristes toma mi mano y sonríe, pues juntos abriremos las puertas a la Tienda Mágica||180314songforarmy|| [ONLY ARMY]"
3303,_taek00kie,2020-03-20 00:20:03,,"방♥탄♥소♥년♥단  |  A.R.M.Y. 💜
𝕂𝕒𝕓𝕚𝕥 𝕟𝕚 ℕ𝕠𝕔𝕙𝕦😛
@ughughbangtan"
3304,littlecurut,2020-03-20 00:20:03,,💜army 💜
3305,BLACKSW4NX,2020-03-20 00:20:03,,#YOONGI: without bundles /// fan account
3306,ShookyM42567031,2020-03-20 00:20:03,,Fan Account 💜💎🏆
3307,wet_bts,2020-03-20 00:20:03,,"We are seven,but we have you.-We Are Bullteproof:The Eternal."
3308,genesis_farino,2020-03-20 00:20:03,Bangtan Universe ,"❤Dios❤
𝑫𝒐𝒏'𝒕 𝒇𝒐𝒓𝒈𝒆𝒕 𝒕𝒐 𝒍𝒐𝒗𝒆 𝒀𝒐𝒖𝒓𝒔𝒆𝒍𝒇⚘
🇪🇨"
3309,PNeeeeves,2020-03-20 00:20:03,The Moon,Put yourself in your own shoes stay away from all those busted timbs you don't use
3310,freakielinda,2020-03-20 00:20:03,Universe,ᗰIᑎ KYᑌᑎᘜᕼOOᑎ💙 ArmyMom 🐣 아미맘 ☺️ 버즈락인... 𝐁𝕌𝚉𝐙 & 𝘽𝙏𝙎 💙💜 苦盡甘來 고진감래 ... 화양연화 花樣年華
3311,EpiphanySeokji,2020-03-20 00:20:03,,BTS 💜// Becky G💛
3312,dreambtsbts,2020-03-20 00:20:03,,fan account
3313,4FCSFKm9WoiIrf3,2020-03-20 00:20:03,,BTS FAN ACCOUNT
3314,NawaJeri,2020-03-20 00:20:03,,Oh boy...
3315,2_Seok_182,2020-03-20 00:20:03,Hobi’s dimples,🌎 ~ Hope World ~ 🌏 ☀️@BTS_twt ☀️ ✧Hoseokie is the dance king✧ Sope that’s all bro. {εժ ъъ} @pjmbbybd @ggukptero~@jungkook_misol| ♡@yoongiilariity♡ fan account
3316,euphoricjigguk,2020-03-20 00:20:03,jikook land 🔞,"#PARK - #JEON: call me ' Jimin-ssi ' again, you won't be gettin' sumn tonight 😤

{ @BTS_twt matters }"
3317,bangtan_bella,2020-03-20 00:20:02,Jungkook’s Heart ,𝙸𝚜𝚊𝚋𝚎𝚕𝚕𝚊 💁🏻‍♀️ ~ 𝙻𝚊𝚝𝚒𝚗𝚊🇨🇺 ~ 𝟸𝟸 ~ ♏️ ~ 💜𝙱𝚃𝚂💜 𝙻𝚈 𝚃𝚘𝚞𝚛 𝟿/𝟷𝟻/𝟷𝟾 ~ 𝚂𝚈 𝚃𝚘𝚞𝚛 𝟻/𝟷𝟾/𝟷𝟿
3318,BTS_successful,2020-03-20 00:20:02,Bangtan Sonyeondan😎,"Hello esta cuenta es para apoyar a @BTS_twt💜

Está bien creer🎶
Te consolaré en la tienda mágica🎶
So show me🎶
I'll show me🎶


💜OT7 Only Army"
3319,stefany201000,2020-03-20 00:20:02,,
3320,sadbitj,2020-03-20 00:20:02,,mulfan. i hate the fanwar
3321,Estefan39958362,2020-03-20 00:20:02,,"Suga biased 😍😍  

A.R.M.Y 💜"
3322,shookyscult,2020-03-20 00:20:02,,''I thought Grammy was the name of an artist'' -Jimin Park 2017 | I saw BTS 💜🇫🇷 ( 20/10/2018) (07 and 08/06/19)
3323,larinascimemto,2020-03-20 00:20:02,,
3324,kookgirlversion,2020-03-20 00:20:02,"İzmir, Türkiye",4 years later;                    #taekook : hala selca bekliyoor
3325,dazzlingfan1,2020-03-20 00:20:02,,just me
3326,sugabot,2020-03-20 00:20:02,,너의 의미 내가 어디 있든 항상 넌 그 자릴
3327,daisyoonfi,2020-03-20 00:20:02,not there,""" 𝓨𝓸𝓾 𝔀𝓮𝓻𝓮 𝓫𝓸𝓻𝓷 𝓽𝓸 𝓫𝓮 𝓱𝓾𝓶𝓪𝓷, 𝓷𝓸𝓽 𝓹𝓮𝓻𝓯𝓮𝓬𝓽."" - 𝓜𝓲𝓷 𝓨𝓸𝓸𝓷𝓰𝓲"
3328,IsabelS25564711,2020-03-20 00:20:02,"Guadalajara, Jalisco",
3329,hobimoonz,2020-03-20 00:20:02,𝑏𝑎𝑛𝑔𝑡𝑎𝑛,⠀⠀ ⠀⠀홉 ─𝑗𝑢𝑠𝑡 𝑎 𝑙𝑖𝑡𝑡𝑙𝑒 𝑏𝑖𝑡 𝑜𝑓 𝑦𝑜𝑢𝑟 𝘩𝑒𝑎𝑟𝑡 𝑖𝑠 𝑎𝑙𝑙 𝑖 𝑤𝑎𝑛𝑡. 𝘩𝑒 𝑑𝑒𝑠𝑒𝑟𝑣𝑒𝑠 𝑡𝘩𝑒 𝑤𝑜𝑟𝑙𝑑.
3330,btsfan151997,2020-03-20 00:20:02,Trinidad and Tobago,Bts fan
3331,tetmacias,2020-03-20 00:20:02,Mexico,Being nice is a practice that won't cause you a thing & won't kill you so I encourage you to practiced it  Kindly follow @airam150229
3332,Lena30k,2020-03-20 00:20:02,Brasil,[ Fan account - @BTS_twt ]🎵 Who are you.🎵
3333,KYoonha,2020-03-20 00:20:02,,"Chào mừng các cô cậu đẹp trai, xinh gái đã đến thăm ngôi nhà 'đầy sự lầy lội và thiếu muối' của Cherryヾ(≧∇≦)ゞ
Fan account of @BTS_twt"
3334,limee89758533,2020-03-20 00:20:02,South Korea,"/thjk/ 
/태국/"
3335,Lov2130613BTS,2020-03-20 00:20:02, ,
3336,junglebookluv,2020-03-20 00:20:01,,HEY NA NA NA!!!
3337,F0CUSONHARRY,2020-03-20 00:20:01,"Buenos Aires, Argentina",
3338,fleurdivineKTH,2020-03-20 00:20:01, Argentina,"*El quilombo dura un tiempo, pero el talento dura para siempre* 🙏🏼// Fan Account"
3339,deciga_enedina,2020-03-20 00:20:01,,"╔══╗╔╗ ♡ ♡ ♡ ╚╗╔╝║║╔═╦╦╦╔╗ ╔╝╚╗║╚╣║║║║╔╣ ╚══╝╚═╩═╩═╩═╝ ஜ۞ஜ YOU ஜ۞ஜ
ᶤ ᵏᶰᵒʷ ʸᵒᵘ ᵏᶰᵒʷ 
amo el taekook y también el Yoonmin y namjin ♥️ soy re loka y PS nada bye~:v"
3340,InarmyLynn,2020-03-20 00:20:01,,Indonesian #ARMY
3341,stbey1,2020-03-20 00:20:01,,"RM  British drama lovers,like Sherlock Holmes most."
3342,Hs33861538,2020-03-20 00:20:01,,🌻❤️
3343,lizzyOt7,2020-03-20 00:20:01,,
3344,mylovegukguk,2020-03-20 00:20:01,,"only BTS
support TXT"
3345,JiminKhinkali,2020-03-20 00:20:01,seokjin gay,bangtwicetxtateez
3346,InnerChild714,2020-03-20 00:20:01,,stan for ot7 #ARMY ONLY
3347,ScarlettBailer,2020-03-20 00:20:01,"Seoul, Republic of Korea","괜찮아, 사랑해 | spring day enthusiast | she/her | 🏳️‍🌈 | ot7 or bust - taehyung"
3348,MoonRegi,2020-03-20 00:20:01,,"♡ i purple u 💜  
    XXVII•III• 😇   ▪ carpe diem ▪
      I can be your Genie, How 'bout Aladdin?"
3349,ClaraTheresiaM,2020-03-20 00:20:01,"Medan, Indonesia",#BTS #ARMY 💜
3350,sappiro777,2020-03-20 00:20:01,,fan account  BTS 앓이
3351,Binjinnieee,2020-03-20 00:20:01,Taejin,"ARMY 💜 OT7 MOA OT5 💙

SUPERSTAR KIM SEOKJIN 

Soobin loves Seokjin 😍


Fan Account 💜💜💜"
3352,EliteDaily,2020-03-20 00:20:01,,instagram: @elitedaily
3353,crazyrmarmy,2020-03-20 00:20:01,HopeWorld ,"➯ #ot7; no matter the time, no matter when, no matter with who, i’ll always be with you, by your side! 💌 @BTS_twt  [fan account] 310519"
3354,liajeonjungkook,2020-03-20 00:20:01,Indonesia,"* here only for JK*
JK my King no one can replace u
still waiting jk mixtape
believe it The God always with u JK💜💜"
3355,simalves,2020-03-20 00:20:01,,"💜 2019 SG, BKK, FR, SA"
3356,yoongixtwt,2020-03-20 00:20:01,,- @BTS_twt 👑💜
3357,hotcoffeishere,2020-03-20 00:20:00,,la vie est belle
3358,moonchildpeachy,2020-03-20 00:20:00,♡,@TONYMONTANAALY my goal ❤
3359,IBenftima,2020-03-20 00:20:00,Inner child,
3360,melsaaa5757,2020-03-20 00:20:00,"Karawang, Jawa Barat",Indomy
3361,carebearkilla,2020-03-20 00:20:00,BlackLivesMatter,21 • Psychology • MA Zelda • 🏳️‍🌈🇵🇷 • He/Him/His • DMs open • Anti-Sandra Leigh Account • Queen-Cheen Stan Account
3362,Junn46285066,2020-03-20 00:20:00,,"Fan account @BTS_twt

V-ARMY🇻🇳🇻🇳

💜💜I love #방탄소년단 so much💜💜"
3363,elaine_bremer,2020-03-20 00:20:00,,
3364,baepsearle,2020-03-20 00:20:00,,"ʙᴀɴɢᴛᴀɴ~✨ᴏᴛ7✨~𝙸'𝚖 𝚢𝚘𝚞𝚛 𝚑𝚘𝚙𝚎,𝚢𝚘𝚞𝚛 𝚊𝚛𝚎 𝚖𝚢 𝚑𝚘𝚙𝚎 𝙸'𝚖 𝙹-𝙷𝙾𝙿𝙴 🍃~


cᴜᴇɴᴛᴀ ᴅᴇ ʀᴇꜱᴘᴀʟᴅᴏ: @BBaepse"
3365,LullyLightwood,2020-03-20 00:20:00,in Jimin's arms 🇮🇹,"¶|  I stan good music and talent 
                                        ˚ ༘✶ ⋆｡˚ I like philosophy and also Lan Wangji's repressed gayness   𑁍 #BTSinItaly 𑁍"
3366,bantanboys_rt,2020-03-20 00:20:00,BTSがいるところ,"BTSのために生きてる

   BTS見て明日も頑張ろう




                          
                            フォロバ1000000％する







     


 リツイートする垢やけどなんか言っとる"
3367,rmsjsgjhjmthjk7,2020-03-20 00:20:00,,613 : ME Birth & BTS Born | Purple | Forever​ ☪☻
3368,_Velvet_Violet_,2020-03-20 00:20:00,보라빛오로라,"🐹💜🌸진른이예요. 
💜배움덕질중💜 
혼자 노는 느린 자의 조용한 공간. 
RPS🍑 
알티와 좋아요가 날라다닙니다. 
헤더 :슈줍님. ) 감사합니다!
Do not repost my fanart! fub free :)"
3369,bangtanne13,2020-03-20 00:20:00,Republic of the Philippines,"OT7 and soft for NamSeokYoonJin                                                      🍀LYS in 🇭🇰 03.23.19, SYS Final in 🇰🇷 10.29.19🍀"
3370,BTS_successful,2020-03-20 00:20:00,Bangtan Sonyeondan😎,"Hello esta cuenta es para apoyar a @BTS_twt💜

Está bien creer🎶
Te consolaré en la tienda mágica🎶
So show me🎶
I'll show me🎶


💜OT7 Only Army"
3371,Baitong_BTS,2020-03-20 00:20:00,,❤️ #Corgi #Yoona #EXO #X1 #Seungwooseok
3372,Metro_Ents,2020-03-20 00:20:00,Showbiz Land,"Metro Ents brings you the latest news from the TV, Film, Music, Showbiz & Gaming worlds.

Like us on Facebook:
https://t.co/VsA7QdyDkE"
3373,Babygirldokook,2020-03-20 00:20:00,Noruega,#방탄소년단 ➸вℓιηк•αяму• є мυιтσ мαιѕ🥰
3374,Carol_Saraiiva,2020-03-20 00:20:00,,"A.R.M.Y ❤
Stream in BTS
#BTS @bts_twt"
3375,bts_scl,2020-03-20 00:20:00,,
3376,Army_bolinhos,2020-03-20 00:19:59,Brasil,🎶 I’m learning how to love myself 🎶
3377,3XsPlay,2020-03-20 00:19:59,,I 💜 BTS and BTSARMY.
3378,mepopeye_e,2020-03-20 00:19:59,ประเทศไทย,BTS @bts_twt
3379,yoon_BTS_army,2020-03-20 00:19:59,~BTS🌻💜,"#BTSARMY     💜    °°~☆~°°
   ••••••••••       

                     #민윤기_사랑해~♡💜"
3380,supkida,2020-03-20 00:19:59,💜taegi💜,방탄💜/윤기💜/RPS 언급 O
3381,kkimmimi12,2020-03-20 00:19:59,,"소신것 정호석합니다💜
남준 석진 윤기 지민 태형 정국이도 아낍니다💜"
3382,xmarox_o,2020-03-20 00:19:59,Aichi,まだまだ勉強中 94line 大人ARMY 💜ユンギよりall💜 7/14 SYSエコパスタジアム参戦済 12/15Magic Shopペンミ京セラ参戦済
3383,jungkook_bts21,2020-03-20 00:19:59,,🐰🐯 segue no insta meus amores : bts_21jungkook
3384,twsamo_svtshua,2020-03-20 00:19:59,#ハッピーセット無限回収してます ,じょしゅあほーーん の涙袋には夢と希望が詰まってる♡｜ももりんの供給が来ると引きずりまくるキモオタでっすぅぅぅんンンン
3385,MOTS7_BRAZIL7,2020-03-20 00:19:59,"(Jupi) Pernambuco, Brasil","🍀 𝑨𝒑𝒆𝒏𝒂𝒔 𝒗𝒊𝒗𝒆𝒏𝒅𝒐 𝒆 𝒆𝒔𝒑𝒆𝒓𝒂𝒏𝒅𝒐 𝒐 𝑪𝒐𝒎𝒆𝒃𝒂𝒄𝒌 𝒅𝒐 @𝑩𝑻𝑺_𝒕𝒘𝒕 𝒏𝒐 𝒅𝒊𝒂 𝟐𝟏/𝟎𝟐/𝟐𝟎 𝒆 𝒔𝒖𝒓𝒕𝒂𝒏𝒅𝒐 𝒔𝒆𝒎𝒑𝒓𝒆.
🌟💜"
3386,MrsBrownBee1,2020-03-20 00:19:59,,"🌻We were only seven...I~But we have you all now🌸
🍀We are Bulletproof: The eternal🔥
We purple you💜💜💜"
3387,arianne_queen,2020-03-20 00:19:59,bts',#김태형 '나의 세상을 네게 줄게' fan x main acc 🇵🇭
3388,IvoryCapilitan,2020-03-20 00:19:59,Davao City,"𝚂𝚘𝚖𝚎𝚝𝚒𝚖𝚎𝚜, 𝚝𝚘 𝚋𝚎 𝚊𝚕𝚘𝚗𝚎 𝚒𝚜 𝚝𝚑𝚎 𝚋𝚎𝚜𝚝 𝚌𝚘𝚖𝚙𝚊𝚗𝚢. ♥"
3389,Ewa18016714,2020-03-20 00:19:59,,
3390,Bun_Moon1920,2020-03-20 00:19:59,,[BTS/fan account] Army~ NamJoon~ NamxBTS~ I purple you 💜 [the GazettE] Heresy~ Sixth Guns~ Gazerock is not dead ☠️
3391,Batatadeuces,2020-03-20 00:19:59,Loonaverse s/h ,"I want to be V's tree.
Whenever things feel hard, lean against me and rest. #BiNamjoon

FIGHT FOR WONHO!"
3392,tetmacias,2020-03-20 00:19:59,Mexico,Being nice is a practice that won't cause you a thing & won't kill you so I encourage you to practiced it  Kindly follow @airam150229
3393,soleicastroriv1,2020-03-20 00:19:58,,𝕄𝕒𝕡 𝕠𝕗 𝕥𝕙𝕖 𝕤𝕠𝕦𝕝 𝟟
3394,DianitaAlisson,2020-03-20 00:19:58,"Quito, Ecuador 💕","BTS💜
2020 ᥕιth oᥙr boყs BTS🎆💜
I ρᥙrρᥣᥱ U💜✨
방 탄💖
LATAM LOVES BTS💜"
3395,You_Got_Me_BTS,2020-03-20 00:19:58,뱁새 뾰로롱 또하 가온 체리 태태베어 석진_지니 새벽 ,"fan account그만썰어 
𝐒𝐔𝐆𝐀  ❛𝗬𝗢𝗨 𝗚𝗢𝗧 𝗠𝗘
난 너를 보며 꿈을 꿔
𝗜 𝗚𝗢𝗧 𝗬𝗢𝗨
응 전형적인 성적충임
「12 P R03」


옹헤 해피홉 초빈"
3396,JiminKhinkali,2020-03-20 00:19:58,seokjin gay,bangtwicetxtateez
3397,elle_dis,2020-03-20 00:19:58,"California, USA",INFJ // LnF 💜💎 // She/Her
3398,stefanny_7soft,2020-03-20 00:19:58,México 🇲🇽,"~ Shine, Dream, Smile ~

@BTS_twt 😍💜"
3399,The_Party__,2020-03-20 00:19:58,,รักผู้ชายทั้ง 7 คนแบบไม่มีเงื่อนไขใดๆ #BTS #ARMY 💜
3400,unique__0613,2020-03-20 00:19:58,,"박지민 정말 깨물어 주고 싶어 너무 귀여워
@BTS_twt"
3401,CristinaS_B,2020-03-20 00:19:58,,Pues soy una A.R.M.Y mas del fandom pero aun así trato de apoyarlos lo mas que pueda ❤🌸
3402,gukbabeyu,2020-03-20 00:19:58,paradise🌈,"não usem drogas, pode causar perdas de memórias e outras coisas que eu não lembro👺

onlyᵇᵗˢ💜🐾
j i k o o k  s u p p o r t
💜"
3403,thmin92,2020-03-20 00:19:58,"Lima, Peru","너를 사랑해 ;
✧ fan account| #TAEHYUNG 
𝙻𝚘𝚟𝚎 𝚢𝚘𝚞𝚛𝚜𝚎𝚕𝚏 ♡ ＢＴＳ/𝙰𝚛𝚖𝚢 ♡"
3404,moochildjm,2020-03-20 00:19:58,mis aus👉🏻,"pertenezco a más de 1 fandom, no me rompan las pelotas"
3405,BTS_tysm2,2020-03-20 00:19:58,OT7 only.,"Hi, we are not @BTS_twt!! ⭐️ sometimes I create fan art :) this account is rated: R bc I use bad words! 😠☺️"
3406,jmDream1013,2020-03-20 00:19:58,,"Fan account for BTS💜 @BTS_twt
튭계정♡ RT위주~ only아미만 팔 주세요
@halyansnow, @halyan0613
@THDream1230, @halyandream
유령췍👉https://t.co/lNYWyyh2lc"
3407,rchibbii,2020-03-20 00:19:58,,I'm the one I should Love💜
3408,BtsKakaruu,2020-03-20 00:19:58,,I'm gonna be at Bangtan Sonyeondan concert in __________ 💜 #IPurpleYou Tannies and Armys!!! #BTSONLYEVENT #JinCult #MAPOFTHESOUL7AOTY #BENDTHYKNEE 🖤💜🖤
3409,Lena30k,2020-03-20 00:19:58,Brasil,[ Fan account - @BTS_twt ]🎵 Who are you.🎵
3410,51M47ime0n3GO56,2020-03-20 00:19:57,,"Everyone seems to have a clear idea of how other people should lead their lives, but none about his or her own - By Paulo Coelho, The Alchemist"
3411,deleg_silvia,2020-03-20 00:19:57,🇪🇨,🇪🇨 ➡ARQUITECTA🏘.... OT7 💜Only 🔍🔎ARMY💜 Only BTS(SUPREMACIST )💁‍♀️ .....................................KPOP❌
3412,Yiin___twt,2020-03-20 00:19:57,"Bắc Giang, Việt Nam","Forever Fan Account For @BTS_twt ( #BTS #BTSARMY ) 
Main Acc @Yiin__twt✨💜"
3413,rio182430,2020-03-20 00:19:57,東京,89line / KーPOP大好き / BTS / ｿｸｼﾞﾝ大好きｵﾙﾍﾟﾝ🐹/ ARMY･SWJ･ELF･Bigeast / 他ｸﾞﾙ･他趣味･日常の呟きもあり / 詳しくはﾂｲﾌｨｰﾙをご覧ください💜
3414,ndinandenn_,2020-03-20 00:19:57,dihatimu,"FAN ACCOUNT for @bts_twt
 shine dream smile ✨"
3415,yeong0225,2020-03-20 00:19:57,,#BTS
3416,aradalelee,2020-03-20 00:19:57,,"If you take music away from my life, there would be nothing left."
3417,PPareap,2020-03-20 00:19:57,,
3418,Jenipeo6,2020-03-20 00:19:57,,Hi! I’m a multikpop stan💜ARMY since 2013! Monbebe since 2015! Learn to love yourself before someone else💕
3419,jindescribably,2020-03-20 00:19:57,181017 • 190608  💌,"19. she/her. | “if i share my sadness with army, it will disappear& if i share my happiness with army, it will be big enough to cover the entire world.” 💗"
3420,GobatonKeijei,2020-03-20 00:19:57,,jeijei
3421,taehynglover,2020-03-20 00:19:57,everythingoes,#TAEHYUNG: lorde
3422,Yeontan_Bang,2020-03-20 00:19:57,"Texas, USA",Heavy retweeter & also make several low quality videos of BTS😅-ichini kochunni seokjinie -Worldwide Handsome ~ MAP OF THE SOUL: 7
3423,Sofiastuff104,2020-03-20 00:19:57,,"Oh my.

-BTS Citifield 10.6.18💜
TXT NY Showcase 5.9.19 💙
BTS Metlife 5.18.19 💜-"
3424,armeojimliet,2020-03-20 00:19:57,,"Legend said: “Jimin’s dance style is not something that can be imitated and can be seen as a piece of art"" #JIMIN💛💛"
3425,Monika35842868,2020-03-20 00:19:57,,
3426,jooniesbabies,2020-03-20 00:19:57,"California, USA",multi
3427,nano_jm1013,2020-03-20 00:19:57,JAPAN,Dvwn Maddox ATZ🏴‍☠️ ORβIT🌏 MCND
3428,ngocvan_0109,2020-03-20 00:19:57,,"I am ARMY. My name is Ngoc Van.
Fan account @BTS_twt"
3429,moonlightjin__,2020-03-20 00:19:56,OT7 & ONLY ARMY,✄┈ #𝑠𝑒𝑜𝑘𝑗𝑖𝑛┊your shy smile shines brighter than the sun . . . .
3430,Min40982115,2020-03-20 00:19:56,"𝑆𝑒𝑢́𝑙, 𝐾𝑜𝑟𝑒𝑎
    ",sᴛᴀɴ ʙᴀɴɢᴛᴀɴ ᴏᴛ7♡
3431,sope___me,2020-03-20 00:19:56,,"""𝘕𝘰... 𝘏𝘦𝘳𝘰'𝘴 𝘢𝘭𝘴𝘰 𝘩𝘢𝘷𝘦 𝘵𝘪𝘮𝘦𝘴 𝘸𝘩𝘦𝘯 𝘵𝘩𝘦𝘺 𝘤𝘳𝘺... 𝘔𝘢𝘺𝘣𝘦."" ☆彡 fan account ☆彡 give me cuddles 🥺"
3432,jooonnaluvy,2020-03-20 00:19:56,,there is no one who is worthless💕-soobin
3433,classicalc1,2020-03-20 00:19:56,,
3434,HjOovp,2020-03-20 00:19:56,,니들알티일일이답안함ㅜ
3435,yuuno_yankochi,2020-03-20 00:19:56,トプ画の子の正体を知りたい  ,bts ヤンコチ 無言フォローごめんなさい🙇‍♀️ 男女関係なくたくさんのarmyと絡みたい！！02line フォロバない人、リムる人はリムらせてもらいます
3436,jooniusss,2020-03-20 00:19:56,,cause the window opened one time with you and me
3437,Perolcv,2020-03-20 00:19:56,Peru,"Bantanglegend 💜
♡ Love is mutual ♡ 🥴              fan account"
3438,Desi_Aish,2020-03-20 00:19:56,United States,
3439,mk12307,2020-03-20 00:19:56,,started listening to BTS in the summer of 2019 and have been hooked since. looking forward to their cb and all the upcoming years 💜
3440,KennaCarat,2020-03-20 00:19:56,,"Hello! I'm an ARMY, ATINY, Monbebe, Ahgase, ABNEW, Carat, MOA, and a STAY. Please be friends with me! 💜💚💙💖❤"
3441,stbey1,2020-03-20 00:19:56,,"RM  British drama lovers,like Sherlock Holmes most."
