No.,user,created,location,description
942,OnlyDayD,2020-03-20 00:21:56,Argentina,"🐾𝐅𝐚𝐧 𝐚𝐜𝐜𝐨𝐮𝐧𝐭🐾
☪ᴺᵘᶰᶜᵃ ˡˡᵉᵍᵒ ᵗᵃʳᵈᵉ ᵖᵒʳᵠᵘᵉ ᵛᶤᵛᵒ ᵉˡ ʰᵒʸ
░ 𝒎𝒚 𝒍𝒊𝒇𝒆 𝑰𝒔 𝒍𝒊𝒌𝒆 𝒕𝒉𝒂𝒕; pǝʇɐɔıןdɯoϽ⁂░ #BTS  
 @_bella_only  ᶜˑ ˢᵉᶜᵘᶰᵈᵃʳᶤᵃ #MOST7"
943,FlyWingsForever,2020-03-20 00:21:56,,"Agora, em frente da realidade eu faço música e pulo no palco My Cite➡️Eu não posso adorar ninguém mais além de você BS&T🔁στ7 ƒαท αccσυτ ┈━═☆"
944,Ialemejia1,2020-03-20 00:21:56,,💙💙 Wake up And Live 💚💚 s͓̽u͓̽p͓̽e͓̽r͓̽ j͓̽u͓̽n͓̽i͓̽o͓̽r͓̽ 🎶
945,gwangjus_prince,2020-03-20 00:21:56,𝑯𝒐𝒔𝒆𝒐𝒌'𝒔 𝒉𝒆𝒂𝒓𝒕💟,𝑰 𝒘𝒂𝒏𝒏𝒂 𝒃𝒆 𝒓𝒊𝒄𝒉 𝑰 𝒘𝒂𝒏𝒏𝒂 𝒃𝒆 𝒎𝒆 | 🌌 fan account to #BTS 𝒕𝒉𝒂𝒕'𝒔 𝒎𝒚 𝒆𝒈𝒐
946,itsjusteslife,2020-03-20 00:21:56,,"i have come to love myself for who i am, for who i was, and for who i hope to become.💜~Rm, Bts  
follow my insta: justbossxx"
947,odetopsych0,2020-03-20 00:21:56,kate pupicielo,✮;; itzy for 24hrs
948,GenieM9095,2020-03-20 00:21:56,,"May Your Day Shine Bright 💜
빛나는 @BTS_twt 
아무말 잘함  비계는 🙅🏻 맞팔은 신중히 🙆🏻
헤더 @/sujup0613 슈줍님갬성💜
Fan account for BTS only, no other."
949,btsinnerchild99,2020-03-20 00:21:56,"Berlin, Deutschland",BTS💜ARMY ||| 20 years old 🇸🇾🇵🇸💜👩‍🔬👩‍⚕️OT7∞💜
950,jooonnaluvy,2020-03-20 00:21:56,,there is no one who is worthless💕-soobin
951,benchaporn_k,2020-03-20 00:21:56,ที่ชอบที่ชอบ,หวีดผู้ชายไปแปปๆก็บ่น
952,saltymulti,2020-03-20 00:21:56,"California, USA",Choice/Harling/Monbebe/Army/NCTzen/Atiny+ Always sarcastic & occasionally funny. Living my okayest life. Obviously a multi stan fan account.
953,Http_Joonchild,2020-03-20 00:21:56,#아미는고마워요,Multistan #SpeakYourself 5/11/19 5/12/19 Hoseok said I was his umbrella.
954,chokoric,2020-03-20 00:21:56,,3n / 올팬 / 악개사절
955,baby9486a,2020-03-20 00:21:55,,"Fan account for BTS/공계사용@BTS_twt/
헤더👉@Eyou_twt"
956,MrsBrownBee1,2020-03-20 00:21:55,,"🌻We were only seven...I~But we have you all now🌸
🍀We are Bulletproof: The eternal🔥
We purple you💜💜💜"
957,Winter_bear1997,2020-03-20 00:21:55,STREAM ON ,𝑌𝑜𝑢’𝑣𝑒 𝑠𝘩𝑜𝑤𝑛 𝑚𝑒 𝐼 𝘩𝑎𝑣𝑒 𝑟𝑒𝑎𝑠𝑜𝑛𝑠 𝐼 𝑠𝘩𝑜𝑢𝑙𝑑 𝑙𝑜𝑣𝑒 𝑚𝑦𝑠𝑒𝑙f 𝐎𝐓𝟕 𝐒𝐭𝐚𝐧
958,Min_Moon_Nay,2020-03-20 00:21:55,,"⊱ɪᴍᴘᴇʀғᴇɪᴛᴏ ᴍᴀs ᴛᴀᴏ ʙᴇʟᴏ⊰
|Taekooka
|Yoongi utted
|Ot7| Fan account"
959,ScarletRare13,2020-03-20 00:21:55,"Valentina, João Pessoa",Como Você Não Percebe Que Eu Sou Tão RARO💎👑💛
960,xx_msco,2020-03-20 00:21:55,"Piracicaba, Brasil","🌹🍑
11.08.18;26.05.19;19.07.19"
961,knll06,2020-03-20 00:21:55,"Manaus, Brasil",
962,beainy_al,2020-03-20 00:21:55,,
963,yoonieemoon,2020-03-20 00:21:55,yoonie's cheekies,#JUNGKOOK: it's all gangsta until ᴴᵒᵇᶦ ʰʸᵘⁿᵍ ᶜᵒᵐᵉˢ ᵃⁿᵈ ᶜᵘᵈᵈˡᵉˢ ᵐᵉ 🥺
964,febriana_nindy,2020-03-20 00:21:55,Kota Surabaya,
965,onlyfoolsfall4V,2020-03-20 00:21:55,,"- only army. - No matter who you are, where you're from, your skin colour, gender identity, speak yourself."
966,dIA7seNTgXK0WaE,2020-03-20 00:21:55,,🔥ARMY🔥
967,liajeonjungkook,2020-03-20 00:21:55,Indonesia,"* here only for JK*
JK my King no one can replace u
still waiting jk mixtape
believe it The God always with u JK💜💜"
968,InnerChild13430,2020-03-20 00:21:55,,"ot7Army
ot5Moa

❤MoArmy💜"
969,isreal_the,2020-03-20 00:21:55,MAP OF THE SOUL: 7,I'm a pig oink oink~ 🐷
970,seunghyunjimin,2020-03-20 00:21:55,Magic Shop,2NE1xBIGBANGxBTS 171913 |fan account| 💛💚🧡💜 🌟🌟🌟🌟🌟 💜💜💜💜💜💜💜 💙 fcuk typos
971,kookouichim,2020-03-20 00:21:55,fan account,"FAN ACCOUNT OF @BTS_twt
Jikookies 💛💙 🥞"
972,SoFarAway_20,2020-03-20 00:21:55,,"-----Only Army-----
《BTS WORLD DOMINATION》-[Fan account]- 🚫 No kpopers 🚫"
973,NongnapusLiu,2020-03-20 00:21:55,,"ติ่งเกาหลี  #7 거지를 얻었다  #GOT7💓💓 JB Jinyoung 
#방탄소년단 บังทันโซยอนดัน BTS💓 Nam Jin
#ตลาดนัดบังทัน #ตลาดนัดอากาเซ่"
974,Yeontannie__Kim,2020-03-20 00:21:55,,"fan account, bored asf, if you know me irl go away nicole’s yooniverse | first love ⁷"
975,jungsopesz,2020-03-20 00:21:55,Magic Shop ♡,"— [♡] ; 𝙸 𝚠𝚊𝚗𝚝 𝚢𝚘𝚞 𝚝𝚘 𝚋𝚎 𝚕𝚒𝚐𝚑𝚝, 𝚋𝚊𝚋𝚎 𝚈𝚘𝚞 𝚜𝚑𝚘𝚞𝚕𝚍 𝚋𝚎 𝚢𝚘𝚞𝚛 𝚕𝚒𝚐𝚑𝚝 ⋰˚☆ @BTS_twt 💜 𝚘𝚝𝟽 𝚜𝚝𝚊𝚗 [𝚏𝚊𝚗 𝚊𝚌𝚌𝚘𝚞𝚗𝚝]"
976,RENKON_twt,2020-03-20 00:21:55,,
977,taegyunniell,2020-03-20 00:21:55,,BTS SVT W1 X1 🥕🦋💎💜 // FAN ACCOUNT
978,VAuzZ2BJfzGKOZH,2020-03-20 00:21:55,india ,love yourself love myself peace ✌🏻 💜
979,nirvanajin,2020-03-20 00:21:55,,The genre is @BTS_twt • #방탄소년단 • #BTSARMY • mentions filtered • fan account obviously • she/her •
980,cuteyoongi0309,2020-03-20 00:21:55,🌈💕🌟아니 뭔 개소리냐고💕❤️🌈💕🌟아니 뭔,초반 ^!^
981,bts_magicshop7,2020-03-20 00:21:55,Peru,Borahae Bangtan💜  I do believe your galaxy💜
982,ocean__BTS,2020-03-20 00:21:55,석찌니 | España ,✨1.06.19 ✨
983,ohmaigachi,2020-03-20 00:21:54,Hope World,Solo me la paso agradeciendo y llorando por la existencia de bangtan -Joonie ᵀᶦⁿʸ-
984,SLVYVLL,2020-03-20 00:21:54,LA,Artist Management | Marketing | Social Media
985,_ChimmAnny,2020-03-20 00:21:54,Sala común de Gryffindor ,|| you should be your light ✨
986,BTSARMYNoona,2020-03-20 00:21:54,Republic of Namjoon,"Canadian 🇨🇦 ARMY noona/doctor. Proud to be OT7, with a soft spot for JM."
987,Jjoooo0909,2020-03-20 00:21:54,,
988,xchromosomekook,2020-03-20 00:21:54,under the table eating mango,"dda dda da dda da ECLIPSE 😚 
BTS FOREVER 💜"
989,everyjiminie,2020-03-20 00:21:54,"Sinop, Brasil","💜♡∞♡ ( ᶠᵃⁿ ᵃᶜᶜᵒᵘⁿᵗ )
🐥국민🐰
ᵖᵃʳᵏ ʲⁱᵐⁱⁿ
@bts_twt
ᵒⁿˡʸ ᵃʳᵐʸ"
990,oopsmyjeongguk,2020-03-20 00:21:54,alive.yet,purple is the last color of the rainbow. purple means I will trust and love you for a long time.
991,chokoric,2020-03-20 00:21:54,,3n / 올팬 / 악개사절
992,tetek00,2020-03-20 00:21:54,taekook,solo sé que taekook novios
993,_Sucrerie_,2020-03-20 00:21:54,France,"J'aime la Kpop et les Kdrama,💜BTS💙SUGA💚J-HOPE, voilà. ah, et personne m'aime."
994,MrFairy_Jimin,2020-03-20 00:21:54,대한민국 서울,Fan account for BTS💜 저 수천 개 찬란한 화살의 과녁은 나 하나🥰 부계 @Seren_Park 헤더 #슈줍갬성
995,wtfjunior1,2020-03-20 00:21:54,,‏‏‏‏‏‏‏‏‏‏رضا البحراوي أهم من رضا الوالدين
996,ON_21022020,2020-03-20 00:21:54,오잉또잉,"천천히 행복한만큼💜 / 언팔,블락 상관X 안 맞으면 어쩔 수 없는걸요☺️ 각자 어덕행덕 / 그래서 저도 여러분을 더 나은 사람이 되고싶게 만들 수 있으면 정말 좋을 것 같아요-RM(성덕이되어 당신들이 내 Inspiration라고 말하는 그 날까지!💜)"
997,lynzie_p,2020-03-20 00:21:54,,"My heart belongs to Bangpink

#JusticeforJisoo

If I unfollowed you its because you were being toxic and hateful towards idols and/or western artists."
998,Crist_Dias,2020-03-20 00:21:54,,"BTS, Monsta X , Kpop e Asian culture in general, Drawing, Geography, Tolkien, Darth Vader ❤️, Music, Photography, Series, Movies, Books..."
999,itsjusteslife,2020-03-20 00:21:54,,"i have come to love myself for who i am, for who i was, and for who i hope to become.💜~Rm, Bts  
follow my insta: justbossxx"
1000,wangxianjjk,2020-03-20 00:21:54,Stream ON (๑╹ω╹๑ ),"☆ Everyday Means Everyday ☆ wangxian gays ♡ btspop - Be Gay, Do Crimes - Reading TGCF and watching Itaewon Class so expect spoilers"
1001,astrophiliaa_,2020-03-20 00:21:54,,fan account @BTS_twt ✨
1002,Live51160,2020-03-20 00:21:53,,"OT7 older noona who loves BTS, cyphers, coffee and chocolate. unique individual💜💜💜💜💜💜💜"
1003,Carol_Saraiiva,2020-03-20 00:21:53,,"A.R.M.Y ❤
Stream in BTS
#BTS @bts_twt"
1004,kimseokjinchegu,2020-03-20 00:21:53,,Come be my teacher 💕
1005,Cande_0019,2020-03-20 00:21:53,Argentina,"19
Min yoongi ❤️❤️
Louis Tomlinson ❤️❤️
Directioner, Army ♥♥
IG: cande_Decostanzi"
1006,ot7bb__,2020-03-20 00:21:53,🐨🐹🐱🐿🐥🐯🐰,@BTS_twt borahae💜
1007,didiwithluv_,2020-03-20 00:21:53,,"#YOONGI: 𝙄 𝙂𝙊 𝙐𝙂𝙃, 𝙐𝙂𝙃 

backup: @clemintae"
1008,koyadobee,2020-03-20 00:21:53,,"𝚜𝚎𝚙𝚝𝚎𝚖𝚋𝚎𝚛 𝟣𝟤, 𝟣𝟫𝟫𝟦, 김남준"
1009,mlkkechocolatte,2020-03-20 00:21:53,,"🥺 oof,idk i just like fan fiction. soft au’s make me melt. ot7 🕊"
1010,todan2008,2020-03-20 00:21:53,,"Fan account for BTS / 
본 계정이 정지되어 다시 시작합니다.💜
오늘도 즐겁고 행복한 하루되세요😊"
1011,classicalc1,2020-03-20 00:21:53,,
1012,flaviolimabate,2020-03-20 00:21:53,,Musico baterista-Educador musical
1013,virgo_with_luv,2020-03-20 00:21:53,Namkanda,"This is the real me 🇸🇬 💜 aRMy 💜
@BTS_twt OT7 since April 2019"
1014,mylovegukguk,2020-03-20 00:21:53,,"only BTS
support TXT"
1015,CromwellMj,2020-03-20 00:21:53,,My get out of Twitter Jail Account
1016,bts_shadowyg,2020-03-20 00:21:53,in namjoonie's brain,"🇮🇹🇺🇸🇪🇸🇨🇳
Sometimes we will clash but you can never break me off. You must know.
You can't escape. -Min Yoongi (shadow)"
1017,JM__ssi,2020-03-20 00:21:53,,[ Fan Account for @BTS_twt ]
1018,HeySeok92,2020-03-20 00:21:53, Old Army ,"•**•мє ∂igα, σ qυє мє τσrทα τãσ мєทσr ∂σ qυє αqυєℓα ℓυα?-134340•**• 
Twt 19/03/17 🐸
Syt 25/05/19   @Pedala_hobinho"
1019,MiichelleThaiis,2020-03-20 00:21:53,Magic shop ♫,"𝟣𝟢/𝟣𝟤/𝟣𝟫:Conocí a Shawn🇨🇱✨ 


















 Mendes Army • Army"
1020,Yith_Bangtan,2020-03-20 00:21:53,,~Vive y deja vivir~ Only ARMY 💜 Only BTS 💜OT7💜 🇳🇮
1021,sugakitties,2020-03-20 00:21:53,22 • she/her • infj,#BTS: lgbt rights!!
1022,BTS_LUV_BOIL,2020-03-20 00:21:53,,우리 대화는 숙제 같았지 ᶠᴿᴵᴱᴺᴰ
1023,Lucianarynlds,2020-03-20 00:21:53,,
1024,maypnc,2020-03-20 00:21:52,GoldenClosetFilm,@BTS_twt JUNGKOOK IS MY SMILE🐰💕 @TXT_members BEOMGYU🌰❣️
1025,T4EKOOKSOFT,2020-03-20 00:21:52,⠀ 𝟵𝟳’  : 하  ✦  슬,⠀⠀ ⠀  ⠀ ، ✧⠀─ 𝗯𝗮𝗯𝘆정국 ‹3 my 爱!! ˆ꒳ˆ
1026,pkjmgalaxys,2020-03-20 00:21:52, ‧₊° `• .˚ᵐᵒᵒᶰ,° `• .˚# JIMIN : 𝑎𝑙𝑙 𝑡𝘩𝑒 𝑠𝑡𝑎𝑟𝑠 𝑖𝑛 𝑡𝘩𝑒 𝑠𝑘𝑦 𝐼 𝑑𝑒𝑑𝑖𝑐𝑎𝑡𝑒 𝑡𝑜 𝑦𝑜𝑢 ⋆ ᶠᵃᶰ ᵃᶜᶜᵒᶰᵗ「𝓈𝑜𝓊𝓁𝓂𝒶𝓉𝑒 @agusadow 」
1027,tabombts,2020-03-20 00:21:52,bts' heart,🇧🇷| every tongue that rises up against @BTS_twt shall fail | #박지민: i'm looking forward to the next 7 years with these 7 guys💗💜| army since 2016 | only army
1028,InnerChild13430,2020-03-20 00:21:52,,"ot7Army
ot5Moa

❤MoArmy💜"
1029,__pik00,2020-03-20 00:21:52,,01.テテよりおるぺん🐯DM返信遅くてごめんなさい😥
1030,__peachescj,2020-03-20 00:21:52,,"Una chica con ojos sólo para bangtan*.°·´.*`°·*.
      *´·°.*,.:
             .,*:*´·`°
                  *.'.`´·°.:*
                          💫💫💫
OT7"
1031,Alexand87867931,2020-03-20 00:21:52,"Belém, Brasil",Me apaixonei pelos bts quando minha irmã estava de férias em minha casa e me mostrou oque praticamente perdi em anos então agradeço a ela por me mostra a perda
1032,MiliFig93,2020-03-20 00:21:52,Argentina,
1033,happydot00,2020-03-20 00:21:52,대한민국 방탄시,"방탄소년단 &  아미 
💜💜💜💜💜💜💜
팔로는 신중~  칠방탄은 사랑입니다"
1034,ThayMirandola,2020-03-20 00:21:52,"Espírito Santo, Brasil","DON'T WORRY I'M NOT AFRAID
                                    Park Jimin🍑

Love Yourself,
Love Myself
PEACE💜
ARMY🔎"
1035,infinityjinnie,2020-03-20 00:21:52,,I don't wanna lose myself in the process of loving others
1036,FAIRlEVK,2020-03-20 00:21:52,she/her | 16 | froggie,#JUNGKOOK: VVORLD DOMINATION.
1037,kthjjkswan,2020-03-20 00:21:52,Hope World ,Sweet Night 🌃
1038,jew_littlev,2020-03-20 00:21:52,Bangtan's galaxy,@BTS_twt @TXT_members 💜🔍You gave me the best of me || BIGHIT STAN || “우리 함께라면 사막도 바다가돼” ♡ Teamwork makes the dream work.
1039,kokokobts,2020-03-20 00:21:52,,"Fan account for BTS 💜🌷🌿
첫번째 동그라미가 잠겨서 만든 다섯번째 계정🌸.방탄사랑해🎶🎶💜공계필수. 조용히툽🏃‍♂️🏃‍♀️🗳"
1040,gnvv_bldvn,2020-03-20 00:21:52,"Seoul, Republic of Korea",OT7 💜| ARMY from PH 🇵🇭 💜| HAPPY BIRTHDAY AUGUST D  YOONGI  💜💜💓
1041,Vankuk95hqz,2020-03-20 00:21:52,F i l t e r 📍,"𝑇𝘩𝑒 𝑡𝑒𝑎𝑚 𝑤𝑜𝑟𝑘  𝑚𝑎𝑘𝑒𝑠 𝑡𝘩𝑒 𝑑𝑟𝑒𝑎𝑚 𝑤𝑜𝑟𝑘. 💜
²⁰¹⁷  | #BTS | OT7 • | I ρᥙrρᥣᥱ ყoᥙ 💜"
1042,itsjusteslife,2020-03-20 00:21:52,,"i have come to love myself for who i am, for who i was, and for who i hope to become.💜~Rm, Bts  
follow my insta: justbossxx"
1043,sofiamariesario,2020-03-20 00:21:51,"Cabanatuan City, Philippines","@jayypsss • @cheolattae
&
@BTS_twt 🥺"
1044,lovvelypjm,2020-03-20 00:21:51,𝚆𝚘𝚗𝚍𝚎𝚛𝚕𝚊𝚗𝚍,【︎#Taeyong】︎: ᴵ’ᵐ ᵇᵃᵇᶦᵉ
